	sound	midpoint	word	phoneme	duration	intensity	F0	F1	F2	F3
81	ngf_00610_00004424916	6.52	infectious	u	0.04	54.455429300469255	170.2225667750629	433.4122966479275	1652.7371971803718	2635.0405519734018
83	ngf_00610_00004424916	6.615	organisms	ɔ	0.0300000000000002	58.23162307402171	169.74942165960522	488.853692022118	1679.7020667422444	2499.366025529755
85	ngf_00610_00004424916	6.734999999999999	organisms	a	0.0300000000000002	53.69424437120023	182.35890359028087	301.78304106600416	1610.9666034401162	2518.974373095877
87	ngf_00610_00004424916	6.795	organisms	i	0.0299999999999993	59.009924404933145	164.27455916778496	420.5298822965588	1970.4793276305088	2813.484081236013
89	ngf_00610_00004424916	6.945	organisms	a	0.0499999999999998	54.41697474153303	156.80563148312393	642.0081970496184	1807.2398286402884	2633.5273010407773
94	ngf_00610_00024524397	0.53	the	i	0.0799999999999999	39.30657028281113	236.87476641940506	390.7731933367713	1654.8843793156966	2462.7742394295155
96	ngf_00610_00024524397	0.7150000000000001	google	uː	0.0699999999999999	60.24280126131616	290.7359059066336	316.521435920144	922.8109729935292	2971.6052031330696
98	ngf_00610_00024524397	0.815	google	ʊ	0.0299999999999999	64.17493702230087	357.7661285697852	365.19265280395183	776.877118848682	3359.9185687139766
100	ngf_00610_00024524397	0.97	assistant	a	0.0999999999999999	57.35179817130545	207.34407172788772	766.36974393221	1612.562792190574	2258.5461106334665
102	ngf_00610_00024524397	1.16	assistant	i	0.04	58.191144429472494	229.71818773655005	429.6121662625131	1401.2112294523463	2489.772402767041
105	ngf_00610_00024524397	1.355	assistant	a	0.0899999999999998	65.12979231387344	209.07346922253498	699.4567669534697	1436.841937639961	2463.7347640618805
109	ngf_00610_00024524397	1.595	can	a	0.0899999999999998	62.23478340439385	181.20373394923192	765.7185071024883	1442.9499192620626	2695.7981716211166
112	ngf_00610_00024524397	1.81	work	ɔ	0.1	63.1427806259838	207.33532214462875	596.257909807935	1226.1118763857844	2253.345300339357
115	ngf_00610_00024524397	2.015	with	i	0.0299999999999998	58.39883902798204	178.50424158787786	370.9716579951197	1814.016653687334	2580.7533377965738
118	ngf_00610_00024524397	2.1500000000000004	google	uː	0.06	59.30252372227975	186.46304741995388	356.8730007604813	856.1085774743713	3068.2958512304576
120	ngf_00610_00024524397	2.225	google	ʊ	0.0300000000000002	33.97493716273068	--undefined--	648.5244438209292	1355.6355743669276	3124.438183168902
124	ngf_00610_00024524397	2.45	partners	a	0.08	59.25098413257733	179.71671185259706	707.9849500198078	1644.576634113658	2732.351845179814
127	ngf_00610_00024524397	2.645	partners	a	0.0700000000000002	61.725931260464655	178.00973735396164	709.2470240694505	1791.2043518162327	2776.237127482639
130	ngf_00610_00024524397	2.83	to	uː	0.06	55.36939515619445	169.72881675939502	454.2423952986128	2031.9732881172572	2936.4920789802504
132	ngf_00610_00024524397	2.95	help	ɛ	0.06	56.20174261028965	186.98794808438183	673.8363924622874	1549.965813662119	2943.5839886863346
136	ngf_00610_00024524397	3.185	you	u	0.0300000000000002	60.2082113742536	172.97537736898386	343.40930422879217	2582.9591218572787	3009.0618916569533
138	ngf_00610_00024524397	3.33	get	ɛ	0.08	59.24440314388942	160.9611010278763	512.9749364106428	2163.7590165646025	2645.095435255559
141	ngf_00610_00024524397	3.525	things	i	0.0300000000000002	55.04108881119069	167.4586217288692	512.8015171777082	2268.343899899149	2902.369685735175
146	ngf_00610_00024524397	3.84	done	ɔ	0.04	50.384202722494784	151.69788186704193	620.4791483796814	1519.6488103182037	2854.0506340477923
150	ngf_00610_00024524397	4.34	whether	ɛ	0.04	65.7322481427017	195.23337884959764	633.7513448278169	1669.4101778746813	2305.849616097288
152	ngf_00610_00024524397	4.4350000000000005	whether	a	0.0699999999999994	66.43882190207583	221.27041639662392	640.7127689905982	1776.4611549054073	2616.888038588894
153	ngf_00610_00024524397	4.484999999999999	it's	i	0.0300000000000002	63.32976417795098	209.22740105646662	466.8940778229853	1923.676337581346	2783.1642071957563
158	ngf_00610_00024524397	4.795	buying	i	0.0700000000000002	64.77529272662144	199.15997504927478	742.7174195366248	2477.5571754544394	2809.828694034556
162	ngf_00610_00024524397	4.984999999999999	movie	uː	0.0300000000000002	62.63583527002204	180.4245287347154	423.5014987794049	1568.25943714878	2776.3859314826414
164	ngf_00610_00024524397	5.1	movie	i	0.0599999999999996	59.56898574971613	181.25190260945286	329.8378070296503	2548.643771380896	3043.873140697786
166	ngf_00610_00024524397	5.26	tickets	i	0.04	51.78399007434442	187.9231267058942	360.64615833660673	2628.488108946912	2981.90759616849
168	ngf_00610_00024524397	5.41	tickets	i	0.08	57.79840206363464	163.9672076703134	522.0904278240573	2151.078104278567	2773.5474752006785
172	ngf_00610_00024524397	5.665	or	ɔ	0.0299999999999993	51.21568113503012	169.70474480109587	514.6019613522171	1177.59019367757	2675.932662392728
174	ngf_00610_00024524397	5.84	getting	ɛ	0.0600000000000005	59.757671338172734	171.8621274193577	506.368948018814	2311.5871331093945	2777.701086330924
176	ngf_00610_00024524397	5.984999999999999	getting	i	0.0300000000000002	57.11107468556807	195.08633262154436	299.4430323386537	1293.9437962266431	2315.6598408898017
180	ngf_00610_00024524397	6.085	your	ʊ	0.0299999999999993	57.682798361869935	153.06859552007322	472.4959978204749	2350.0720483418545	2772.4807468798645
181	ngf_00610_00024524397	6.115	your	a	0.0300000000000002	56.63641222500687	149.61711657629436	454.7380655918248	1993.888248548256	2537.1571794695483
183	ngf_00610_00024524397	6.289999999999999	sink	i	0.04	52.7231738568	171.9064991059624	535.4156419745455	2144.781125475076	2858.4788698913294
187	ngf_00610_00024524397	6.475	repaired	i	0.0300000000000002	51.361754601218806	147.02660291025973	424.8148890203496	1765.39449089351	1998.9398790250837
189	ngf_00610_00024524397	6.675000000000001	repaired	ɛː	0.1100000000000003	50.401290863881655	151.3465025090163	574.7233522406992	2127.7100096726	2665.4717200428595
194	ngf_00610_00122793248	0.76	the	a	0.04	63.11815008834638	222.53604997859082	421.9322361325935	1559.1032557877234	2998.205327880857
196	ngf_00610_00122793248	0.91	google	uː	0.0999999999999999	60.86816287807983	281.4211849669495	368.5069407863134	980.3988992034092	3093.18824567193
198	ngf_00610_00122793248	1.02	google	ʊ	0.04	67.50439184733676	340.08971478247844	359.82632184344834	1018.668276063	3082.1158494207966
200	ngf_00610_00122793248	1.2	assistant	a	0.1200000000000001	61.36710714860387	222.37916563941533	822.2272334618008	1168.2680129966764	1638.0396125446937
202	ngf_00610_00122793248	1.41	assistant	i	0.04	64.37915710836567	233.7219394042982	444.5297191729557	1414.675694582898	2189.992625687953
205	ngf_00610_00122793248	1.5750000000000002	assistant	a	0.07	66.83136761583674	227.43516327666816	670.2011798154494	1969.1004889817837	2996.699107242972
209	ngf_00610_00122793248	1.83	uses	uː	0.04	64.81059867124712	214.22208376184636	330.8271121646252	2367.8279175699467	2916.251233475265
211	ngf_00610_00122793248	1.955	uses	ɛ	0.07	64.00566725025642	215.93982114050138	386.245277014204	1924.0143137597167	2900.0255874102622
216	ngf_00610_00122793248	2.495	recordings	i	0.0099999999999997	58.7420459169028	171.89465044139322	438.8550262516912	866.9502556344678	2238.075353582592
218	ngf_00610_00122793248	2.545	recordings	ɔ	0.0700000000000002	65.58026726819527	180.7168818427598	533.7796163195409	1101.192696558639	3050.692417518137
220	ngf_00610_00122793248	2.615	recordings	i	0.0100000000000002	64.85366179035255	178.4612678262506	485.9588130514206	1998.296788411408	2720.2412889278426
225	ngf_00610_00122793248	2.81	to	uː	0.04	58.45508818542464	173.44636204708712	354.4942263902957	2013.836617509811	2800.246822234348
228	ngf_00610_00122793248	3.015	create	iː	0.0299999999999998	63.711997418777045	177.5549468914546	411.5836608217779	2144.5643830831486	2400.508912519997
229	ngf_00610_00122793248	3.05	create	e	0.04	63.34842794551457	183.01678241274175	390.4450239183943	2426.941632504131	2817.9024968147464
231	ngf_00610_00122793248	3.16	and	ɛ	0.04	59.11499664047655	182.181047685368	609.533439985091	1834.35841195586	2741.3879712979387
233	ngf_00610_00122793248	3.255	update	ɔ	0.0299999999999998	60.301522305514055	155.54234104704457	555.7519050158855	1160.3401626037753	2726.402218620294
236	ngf_00610_00122793248	3.465	update	e	0.0899999999999998	61.00373196018628	173.22108495932534	349.7178856785852	2688.112777619931	2989.094191456059
239	ngf_00610_00122793248	3.675	his	i	0.0299999999999998	56.2476662799434	161.59012918212744	381.5850580513931	2150.852516720417	2957.9731322977145
245	ngf_00610_00122793248	4.14	model	ɔ	0.08	58.1559717602056	154.19152585842795	568.7648719311997	1230.7005063776105	2883.523628622177
247	ngf_00610_00122793248	4.275	model	ɛ	0.0300000000000002	52.36175730913442	--undefined--	534.9363507346653	1464.7675285304106	2870.1176574805563
251	ngf_00610_00122793248	4.83	which	i	0.04	66.85222920756928	270.2326623902788	341.29691738909355	2124.6095435010307	2737.7788611453434
253	ngf_00610_00122793248	4.949999999999999	is	i	0.04	61.75358469079382	268.306865427467	330.5850088112034	2035.710246788948	2913.495131296836
255	ngf_00610_00122793248	5.08	only	o	0.0600000000000005	54.10776344696849	--undefined--	656.9562909790592	1422.2260651187817	2709.058559557065
258	ngf_00610_00122793248	5.279999999999999	only	i	0.0599999999999996	68.82425605383342	240.8606301675712	405.2135896297266	2613.363215463282	2881.787178338477
261	ngf_00610_00122793248	5.585	stored	ɔ	0.1500000000000003	69.33890774218328	201.04320675242525	576.9666903177085	1117.5951966733153	3131.155329221456
263	ngf_00610_00122793248	5.775	on	ɔ	0.1299999999999999	55.78193385536961	--undefined--	566.5413345191967	1305.163438960138	2650.480873698001
266	ngf_00610_00122793248	5.984999999999999	devices	i	0.0499999999999998	57.6550711715658	165.75610666586033	305.7790852324416	2612.885238291725	2865.7192476281525
270	ngf_00610_00122793248	6.415	devices	ɛ	0.1099999999999994	62.275352420363454	206.0318298900495	396.7004065173728	2233.09427523422	2868.1918401543603
273	ngf_00610_00122793248	6.695	where	ɛː	0.0899999999999998	66.86177705607847	186.81833930201861	553.0159497963119	1808.152622813132	2111.192498562194
278	ngf_00610_00122793248	7.225	match	a	0.0899999999999998	61.94152348950161	166.68236484168938	843.017353042009	1546.8975128996492	2327.178445332147
280	ngf_00610_00122793248	7.405	is	i	0.0899999999999998	50.01557477407994	--undefined--	403.6091117892449	2240.762083772871	2825.478348394036
283	ngf_00610_00122793248	7.66	turned	aː	0.0999999999999996	59.35603652769944	157.88457429981304	709.5514393409865	1737.1777254182302	2440.318918673914
286	ngf_00610_00122793248	7.885	on	ɔ	0.0899999999999998	56.87040350321564	151.62511739761314	723.9921036170931	1414.352707571949	2679.54224527698
290	ngf_00610_00310506659	0.815	the	i	0.1099999999999999	41.35582995361301	--undefined--	257.193484009879	2320.433930179781	3141.7320186727056
292	ngf_00610_00310506659	0.975	geographical	i	0.05	67.23451638921108	222.3078504724791	430.4744415652025	1902.6912120300287	2306.9792981638534
293	ngf_00610_00310506659	1.015	geographical	ɔ	0.03	67.90948599276805	230.59067225467913	448.7211401881541	1356.6489237183669	2450.088264451215
296	ngf_00610_00310506659	1.15	geographical	a	0.0599999999999998	65.3025453834901	287.98357599632936	808.0044220172318	1591.072294244676	2095.195049445806
298	ngf_00610_00310506659	1.285	geographical	i	0.03	53.56416816813746	296.5092200238402	382.2383435163842	2063.84227741092	2546.2626230908777
300	ngf_00610_00310506659	1.435	geographical	a	0.07	63.16944400856112	279.64424712743903	691.4576966738111	1417.3756966882745	2874.0171848040013
303	ngf_00610_00310506659	1.61	location	o	0.0399999999999998	63.47612433693599	192.96150281782928	400.44384835973005	1169.7992907015378	2930.8183633929843
305	ngf_00610_00310506659	1.78	location	e	0.06	64.81145019973427	197.6386674510477	392.9420920186756	2505.54104298358	2931.981259594191
307	ngf_00610_00310506659	1.925	location	ɔ	0.03	62.07488415227293	214.04500341121647	585.7365970506728	1904.2248879301544	3036.3274324995486
309	ngf_00610_00310506659	2.02	of	ɔ	0.04	61.90647192544876	177.53420955350367	601.2972711021816	1588.401763172046	2901.175446661701
312	ngf_00610_00310506659	2.175	the	i	0.0699999999999998	55.1399510950915	--undefined--	417.6203165723029	2186.169474954161	2841.6924844293067
313	ngf_00610_00310506659	2.26	upper	ɔ	0.1	52.90668835719592	--undefined--	661.4928375770111	1202.5795051486668	2827.1355920413507
315	ngf_00610_00310506659	2.4400000000000004	upper	a	0.06	60.69885623028943	201.94085311724598	599.1081490336395	1498.4719772871388	2149.962630641704
317	ngf_00610_00310506659	2.64	region	iː	0.06	58.396031577686685	163.64215463399412	326.5408952716081	2504.126375205752	2776.897866227838
319	ngf_00610_00310506659	2.825	region	ɔ	0.1099999999999998	57.32655238374861	158.3152352380862	680.0770910703491	1791.1346692374432	2660.4503162650026
323	ngf_00610_00310506659	3.415	changed	e	0.0899999999999998	67.79535508930917	253.29336811881353	426.85317824669073	2222.230906667424	2970.886271737066
327	ngf_00610_00310506659	3.565	over	o	0.0499999999999998	66.19588776976042	216.67268050320547	465.5020379603197	1752.68704550064	2778.4404625249417
329	ngf_00610_00310506659	3.695	over	a	0.0699999999999998	63.91471246780242	194.27988796914522	544.207551620412	1656.5470843212777	1957.9188630836268
336	ngf_00610_00310506659	5.140000000000001	depending	i	0.04	62.78654750669649	199.22962284273564	389.5471011275404	2383.713740500939	2946.716408611736
338	ngf_00610_00310506659	5.285	depending	ɛ	0.0499999999999998	68.8288573982471	257.6224855411567	708.3179675451148	2076.673613106448	2812.9076330177954
341	ngf_00610_00310506659	5.395	depending	i	0.0499999999999998	68.77178276801978	282.51615371576025	522.4832884367702	2572.6045207112666	3140.060346141845
344	ngf_00610_00310506659	5.495	on	a	0.0299999999999993	67.88373189321388	236.49379941734747	692.1082018753293	1886.90748591221	2916.0303844292985
347	ngf_00610_00310506659	5.609999999999999	the	e	0.04	63.59537808848872	181.891205898404	419.83629664328055	2064.94566365958	2910.0560603364693
349	ngf_00610_00310506659	5.73	location	o	0.04	64.5097444623494	172.39293225938587	449.1734929541024	1598.8535100060185	2843.064302172804
351	ngf_00610_00310506659	5.885	location	e	0.0700000000000002	65.54592564263784	198.65677599771797	391.9505704048794	2592.798236962858	2977.6214769887374
353	ngf_00610_00310506659	6.02	location	ɔ	0.04	61.113059775609706	213.71264425640445	544.8691472040921	1936.7638335908048	3034.0723108361503
355	ngf_00610_00310506659	6.125	of	ɔ	0.0500000000000007	61.39170196247206	176.3726911834221	588.3779438299953	1628.9410358305151	2850.0180367131884
358	ngf_00610_00310506659	6.275	the	i	0.0300000000000002	57.231276634470106	77.13505162098306	387.68754948884737	2532.170410220785	3131.386147724183
359	ngf_00610_00310506659	6.305	economic	iː	0.0300000000000002	55.08239575927289	76.4965754678931	360.5715916214444	2668.2537721478843	2890.2813481070866
361	ngf_00610_00310506659	6.470000000000001	economic	ɔ	0.04	62.2402807451851	205.32574438529286	682.6465267401948	1468.3564804904772	2768.892991046948
363	ngf_00610_00310506659	6.565	economic	ɔ	0.0300000000000002	64.9690746445483	200.75434161787683	602.2041072910356	2006.4760200930564	2990.742658069505
365	ngf_00610_00310506659	6.69	economic	i	0.0599999999999996	63.94917889744576	201.57114935091138	434.126917877117	2647.82635682117	3064.560850846188
367	ngf_00610_00310506659	6.84	and	a	0.08	53.72963659492707	--undefined--	707.0038218433675	1926.681503332827	2565.214000087048
370	ngf_00610_00310506659	6.995	military	i	0.0299999999999993	63.450014328288106	174.87458627018518	406.399132289562	2325.729006369131	2940.372841291693
372	ngf_00610_00310506659	7.0600000000000005	military	i	0.04	62.82440032703621	184.09968205469227	390.48845489415095	2580.043934184176	2912.742628522822
375	ngf_00610_00310506659	7.234999999999999	military	i	0.0300000000000002	61.47477725431986	185.3934890749582	351.2705731949053	2338.806164424946	2696.869087010921
378	ngf_00610_00310506659	7.550000000000001	power	a	0.04	60.02990881223232	167.29002022877003	540.9311108480081	1149.1994277565625	2968.488787035584
380	ngf_00610_00310506659	7.695	governing	ɔ	0.0499999999999998	62.62426933036822	174.85508529349096	526.0366977529666	1224.7426391589554	2890.086551391987
382	ngf_00610_00310506659	7.824999999999999	governing	a	0.0300000000000002	61.46645248808393	184.46060975255307	533.498418387785	1835.430877726247	2739.4179557999246
384	ngf_00610_00310506659	7.915	governing	i	0.0299999999999993	63.01354897766546	178.84101323422564	318.4228243995906	1053.9182297904	2766.3660407629927
388	ngf_00610_00310506659	8.095	the	a	0.0899999999999998	51.96245278574133	158.72387260411665	973.896667488656	1638.480388440324	3455.2644609383124
390	ngf_00610_00310506659	8.219999999999999	low	o	0.0400000000000009	59.45093339896292	159.8663131769503	460.5529522353824	1297.1368300496997	2971.092365097514
392	ngf_00610_00310506659	8.379999999999999	countries	ɔ	0.0600000000000005	58.01923995262983	158.05088958296633	534.4214428778992	1531.1364808227688	2778.488404856086
396	ngf_00610_00310506659	8.675	countries	i	0.1100000000000012	49.16178690691219	97.30362529746337	369.82202342350615	2558.600013517327	2965.0737777406875
401	ngf_00610_00347500559	0.99	this	i	0.08	68.4216073767767	267.5733737881244	472.9579347183188	2004.422204676942	2875.1003569839936
404	ngf_00610_00347500559	1.245	theory	i	0.07	69.376916302429	232.84839040868752	453.01848818782463	2161.209495196604	2667.0533534114284
406	ngf_00610_00347500559	1.4	theory	i	0.0799999999999998	69.84110267872487	214.03117298952512	413.91392390423306	2337.2814857367784	2449.7426189036605
408	ngf_00610_00347500559	1.56	has	a	0.08	66.80387131052768	189.77701523563252	723.6384856848116	1046.920420480902	1853.347739396292
410	ngf_00610_00347500559	1.6949999999999998	implications	i	0.05	60.49814315422848	177.54872997135226	483.9949056219549	2288.6512112993723	3067.704897373038
414	ngf_00610_00347500559	1.855	implications	i	0.03	60.11245079078404	171.69382948832632	352.90397717398747	2306.672299025652	2682.8261897506027
416	ngf_00610_00347500559	2.005	implications	e	0.07	65.49012436980301	189.82856372788672	378.9070511468254	2445.17085312183	2837.1660319836697
418	ngf_00610_00347500559	2.165	implications	ɔ	0.0499999999999998	62.583475617251	193.79608687917516	586.8089096598728	1827.008729501949	3077.5020419928783
422	ngf_00610_00347500559	2.36	for	ɔ	0.04	60.183478262967775	173.52365161526149	520.1744066764201	1253.5177007336886	2906.8867625186926
425	ngf_00610_00347500559	2.58	spatial	e	0.08	63.74567587432942	193.83976286101233	763.9196324069641	1392.8928056756745	2421.6733265927537
427	ngf_00610_00347500559	2.77	spatial	a	0.04	63.15662454382316	200.21219069296666	643.2048586224546	1577.777471958117	2775.406396763507
429	ngf_00610_00347500559	2.9	illusions	i	0.08	59.80099838877762	--undefined--	421.11736809655486	2162.506147213885	2757.74543847386
431	ngf_00610_00347500559	3.05	illusions	uː	0.06	64.99009294936572	180.52987928061614	347.4918338507915	2100.1857861264843	2759.7623708934884
433	ngf_00610_00347500559	3.25	illusions	ɔ	0.0999999999999996	62.52880217102973	177.9173301672846	648.3923732854304	1703.353757446496	3531.869146719626
437	ngf_00610_00347500559	3.52	such	ɔ	0.0599999999999996	63.9574172711008	185.4641653416883	543.8020393509503	1510.26794671183	2844.402361864684
439	ngf_00610_00347500559	3.725	as	a	0.1499999999999999	54.0218155014193	178.23505237184978	727.33162350027	1701.3090203077354	2763.5107734992366
442	ngf_00610_00347500559	3.905	the	i	0.0299999999999998	54.22849280387082	161.74136852123107	181.4973476606162	1974.600311221105	2912.3238662030108
444	ngf_00610_00347500559	3.965	visual	i	0.0299999999999998	61.62015817825687	177.41999484448868	334.8379156553001	2309.7140889986936	3189.601185438863
446	ngf_00610_00347500559	4.074999999999999	visual	ʊ	0.0300000000000002	62.93648132864178	183.60506140976815	459.2486627398128	1397.6544088422424	2416.3763183576343
447	ngf_00610_00347500559	4.105	visual	a	0.0300000000000002	65.15686700224481	185.07456439398337	574.9740028289467	1320.673349679587	2771.2396927991754
449	ngf_00610_00347500559	4.23	angle	a	0.1200000000000001	56.04405981507865	--undefined--	835.8391170306146	1449.7170164221782	2428.4292578522327
452	ngf_00610_00347500559	4.4350000000000005	angle	ʊ	0.0300000000000002	59.50924186430496	168.86727042191762	342.67175875869924	771.9227252288774	2288.930617684678
454	ngf_00610_00347500559	4.5	illusion	i	0.0399999999999991	61.71968053654093	164.4915811696991	377.6872474267491	2362.2270788648902	2656.933865537213
456	ngf_00610_00347500559	4.625	illusion	uː	0.0700000000000002	61.32640246141663	161.80535953268895	379.72833442510034	1305.0135042113377	2799.5668707342256
458	ngf_00610_00347500559	4.8	illusion	ɔ	0.0999999999999996	54.7807516525288	76.9282364687671	645.9410610429807	1701.1737074936334	2802.425726922778
462	ngf_00610_00376964639	0.6699999999999999	encounter	i	0.0799999999999999	38.543982893317775	--undefined--	733.504867675216	2409.700537570436	3125.2498119226307
468	ngf_00610_00376964639	1.0750000000000002	encounter	a	0.07	65.21662860545689	316.44677273082027	655.8439510499736	1595.8347794610695	2105.8112410483814
469	ngf_00610_00376964639	1.17	at	a	0.1199999999999998	58.091907360354845	--undefined--	811.4885538936286	1668.2668540562452	2723.509276915565
472	ngf_00610_00376964639	1.44	farpoint	a	0.08	63.38810748258892	192.9200758659097	757.8357985213075	1352.6693105865843	2276.552243090423
477	ngf_00610_00376964639	1.955	is	i	0.03	53.52060149424663	191.35826844439202	385.3719642551882	2080.5797398239624	2861.863803891325
480	ngf_00610_00376964639	2.095	the	i	0.0299999999999998	57.18824932371066	207.9204464020084	379.3684086226795	2119.9173714888543	2927.979877639116
482	ngf_00610_00376964639	2.285	first	aː	0.0699999999999998	64.03833333059964	273.04859398392813	674.4406460498648	1883.9239313504531	2725.287348243553
485	ngf_00610_00376964639	2.48	episode	ɛ	0.08	55.70176849067775	--undefined--	619.1002392210003	1973.322530124169	2830.2402289790098
487	ngf_00610_00376964639	2.64	episode	i	0.04	58.99033647868739	207.14113735826305	359.97363136935337	2229.345453136021	2928.4972148947923
489	ngf_00610_00376964639	2.855	episode	o	0.1100000000000003	64.13286223903148	208.93108253746263	418.8099885035381	1686.0745947959558	2781.523701471011
491	ngf_00610_00376964639	3.04	of	ɔ	0.1200000000000001	42.90130998992322	--undefined--	531.9076281504553	1442.73375119197	2606.377373491224
494	ngf_00610_00376964639	3.215	the	a	0.0299999999999998	58.63249408476646	189.08943740479015	399.0791440912568	1936.059174564114	2986.2592976359656
497	ngf_00610_00376964639	3.475	science	ɛ	0.0899999999999998	65.20827086437231	218.6025663668812	698.6043803325337	2256.075289790413	2985.6734804269568
501	ngf_00610_00376964639	3.7	fiction	i	0.04	58.04307525493849	191.0981219471533	366.192175453172	2233.4550486447706	2776.5541564828777
504	ngf_00610_00376964639	3.85	fiction	ɔ	0.04	58.35090604582695	196.00465403046397	571.1180980103918	1913.5121792121613	2943.66505377339
507	ngf_00610_00376964639	3.985	television	ɛ	0.0299999999999998	57.44155190290464	185.98592467347206	535.822249472437	1981.6418711922968	2715.450127555804
509	ngf_00610_00376964639	4.065	television	i	0.0300000000000002	59.21852502463178	172.9645100603778	471.34515122652016	2242.697136794908	2728.8345847291216
511	ngf_00610_00376964639	4.165	television	i	0.0299999999999993	57.3349705760698	180.22766333822528	326.07521710383	1968.75201047177	2667.400937868917
513	ngf_00610_00376964639	4.315	television	ɔ	0.0699999999999994	58.023401511644245	190.65656598398232	660.5590365341975	1811.7569011444616	2903.4475082102717
516	ngf_00610_00376964639	4.58	series	i	0.08	58.00916931318797	170.26918000351333	352.6815828232878	2241.6439951540333	2903.064066991304
518	ngf_00610_00376964639	4.705	series	iː	0.0700000000000002	59.2300164941036	172.29453490241096	347.54476652223224	2473.877926103909	2951.585275719729
522	ngf_00610_00376964639	5.01	star	a	0.1200000000000001	58.540696208677886	163.43249763901275	737.1796805525073	1192.555470447301	1932.2087158371123
525	ngf_00610_00376964639	5.285	trek	ɛ	0.0499999999999998	46.77402213736167	154.480170587518	586.3379043195984	2145.4539396445625	2388.7119961042217
