speaker	vowel/frame	context	F1	F2	F3	gl F1	gl F2	gl F3
00610	HAPPY	english	393.8205436962660	862.0942928216920	2796.7084038106400			
00610	HAPPY	english	396.5620003039760	2150.7903634738400	2743.3938247603000			
00610	BAT	language	748.9182673693030	1646.2224620668800	3110.640638508980			
00610	HAPPY	language	421.8045828277470	2105.036989264900	2742.201945668580			
00610	HAPPY	is	382.14065839677100	2152.812305202460	2849.5995108460500			
00610	HAPPY	similar	482.2959931334230	2024.992034552610	3007.1829535851800			
00610	HAPPY	similar	291.9418273698330	1714.7076989334000	1986.7502825059400			
00610	BAT	similar	771.6014315145710	1636.863770632790	2727.6277070190400			
00610	STEW	to	320.7827720888120	1582.3650536829400	3030.833499361430			
00610	THOUGHT	calling	566.5347008698180	1168.9798227561700	2915.925621752340			
00610	HAPPY	calling	577.709717181646	2381.830614772480	3046.895389977810			
00610	HAPPY	the	338.42138835342800	2380.7004083922000	2894.401159761990			
00610	STEW	united	435.11823207935900	2609.231798033070	3137.123067684530			
00610	DRESS	united	520.9279143223220	2216.908403554140	2871.776700994030			
00610	HAPPY	kingdom	523.3555260606210	2572.067066384410	3001.360648857000			
00610	THOUGHT	kingdom	515.9437096072220	1554.9993552608300	2820.504996624220			
00610	HAPPY	england	412.8125004207510	827.4054242869420	2703.104148226720			
00610	BAT	england	287.9544381302590	889.4161782010660	1787.980358577860			
00610	FLEECE	people	395.2837759711100	2387.77901106138	2774.98679265969			
00610	FOOT	people	415.79098605983300	894.7150701841380	2904.93287729809			
00610	HAPPY	the	282.7126749955260	2480.907841181270	2997.6060061886300			
00610	STEW	united	417.7611714985070	2499.1951665173800	2913.8495754089900			
00610	DRESS	united	483.5592954236190	2069.158061957020	2786.4419296397000			
00610	HAPPY	kingdom	437.529415569522	2256.1833862152800	2901.579264324860			
00610	THOUGHT	kingdom	578.1405690801580	1453.9761318264500	2604.711053541860			
00610	FLEECE	these	327.10272686569800	2130.806425331580	2265.4641064146700			
00610	BAT	are	783.8028750877980	1699.2436090737900	2418.3234772486500			
00610	THOUGHT	not	642.1142962528700	1676.8938529046200	2730.9497896046800			
00610	THOUGHT	professed	496.3954635375700	1449.9442232800400	2799.1252438461100			
00610	DRESS	professed	593.5196977280540	1969.0050119053000	2772.4156158644300			
00610	HAPPY	religious	300.2445785483000	1886.886392326810	2838.7849702901500			
00610	HAPPY	religious	337.9198736527510	2887.68971870262	3065.807180037020			
00610	YOU	religious	520.7141633794770	1890.4818826075200	2975.948943204250			
00610	STEW	who	535.786862139777	1112.5082147812100	3152.4567583485800			
00610	BAT	have	577.6397511652680	1672.8025057957400	2855.170767258430			
00610	FACE	taken	389.7150605211100	2379.7345652528100	3023.986957764400			
00610	DRESS	taken	432.1757352946710	2286.3571245309200	2847.0663240968800			
00610	BAT	the	479.05114276925200	1451.8982273598800	3050.5496702661200			
00610	HOAX	oaths	386.3365043478160	830.3043925449660	3264.256761066550			
00610	THOUGHT	of	613.4220616423020	1232.7021534073300	2839.7030537726900			
00610	THOUGHT	poverty	637.8604412447820	1167.386477237170	2923.183442974570			
00610	BAT	poverty	576.859233432533	1961.883792789480	2876.635106329370			
00610	HAPPY	poverty	267.8671116030400	2909.463864536100	3202.105051577260			
00610	DRESS	and	763.0809755869800	1873.6747923190300	3010.0437255380500			
00610	HOAX	obedience	465.67864351141900	1957.0323500881500	2981.1943277471700			
00610	FLEECE	obedience	355.12962365649	2792.815765994690	3254.0467164032			
00610	HAPPY	obedience	311.0801411937800	2713.130926485270	3255.9834151237300			
00610	DRESS	obedience	441.4102606458540	2426.4533637684600	3106.820269123580			
00610	FOOT	during	346.3356742295630	2073.5815151128700	2233.623823125320			
00610	HAPPY	during	609.4249231835680	2168.2759871030800	2603.730196379720			
00610	HAPPY	this	430.81843280384000	2241.078337434520	3101.766595236660			
00610	HAPPY	expansion	479.4482729667870	2296.1547822802400	2755.8991585950600			
00610	BAT	expansion	775.153221621795	1560.1946808715200	2630.7359265220400			
00610	THOUGHT	expansion	744.1575234226650	1801.1821450588800	2750.8791400470500			
00610	BAT	franks	957.4707525785600	1127.9483682960500	1708.0062096047600			
00610	FACE	migrating	421.914459430328	2046.0181690038700	2331.396829562070			
00610	HAPPY	migrating	460.1536623090000	2024.3361656286900	2863.638562417480			
00610	STEW	to	264.3351802190610	1826.7975353067700	3189.854354117200			
00610	BAT	the	423.4370032933540	1787.144700055170	2955.330676848240			
00610	HAPPY	eventually	328.0105778403960	2120.2031430665400	2820.317456934800			
00610	DRESS	eventually	592.369267288276	1947.7973622720800	2700.152615193530			
00610	FOOT	eventually	382.007300662212	1305.9282445134600	2749.9964055185600			
00610	HAPPY	eventually	450.5914518527460	2631.65121343918	2915.065223922550			
00610	BAT	adopted	521.9209615449030	2076.2866069156400	2863.8900194962200			
00610	THOUGHT	adopted	521.0507089039410	1542.2743224751900	2920.5362748708200			
00610	DRESS	adopted	531.2223597071200	2059.248701710310	2927.429864250010			
00610	BAT	the	454.7217225274860	1728.446347417160	2880.4344614642900			
00610	THOUGHT	vulgar	571.880523278417	978.9115816101690	2979.966830959570			
00610	BAT	vulgar	688.6985407998580	1348.252421561980	2830.1876815603400			
00610	BAT	latin	775.8001690622490	1558.388481551540	2054.381343140210			
00610	HAPPY	latin	311.97037882778100	1239.6622986402100	2514.3832642785300			
00610	THOUGHT	of	756.9609571526650	1520.4459591726800	2829.028629607160			
00610	HAPPY	the	321.47041877952600	1998.635812069900	2985.2701921826900			
00610	HOAX	local	471.74780756126900	1182.691065989570	3050.1189180854200			
00610	BAT	local	570.5538072059960	1196.3442427794000	2959.52033582132			
00610	THOUGHT	population	502.58078749775400	1000.0204619291900	2747.2187545829300			
00610	FOOT	population	288.33690665354000	1785.825516597340	3239.855170618650			
00610	FACE	population	417.37615424642400	2277.1221549421100	2971.01724263104			
00610	THOUGHT	population	540.7229591579780	1775.122158835920	2958.3893154316			
00610	THOUGHT	all	573.7658401704680	846.3403610618660	2778.9771666561500			
00610	HAPPY	the	347.71002249820600	2603.5788992422400	3028.7542027665900			
00610	FACE	major	399.7237375361570	2798.0107328643000	2911.6200883134000			
00610	THOUGHT	major	603.9590851946620	1727.5503892258600	2722.933409252850			
00610	BAT	national	751.1892067680030	1548.9533639233000	2677.012001862910			
00610	THOUGHT	national	553.362673010522	1774.493029619810	3016.983590556130			
00610	BAT	national	820.5008600260140	1389.6692812348300	2863.8091346292700			
00610	THOUGHT	provider	452.4671112960320	1015.8347919942800	2881.847773926900			
00610	BAT	provider	724.1725804932730	1965.6392305150900	3003.627250226980			
00610	DRESS	and	591.5050883827610	1060.1053926449900	1929.2757433207900			
00610	FACE	payer	368.3346260580390	2732.723509038820	2939.372757634410			
00610	BAT	payer	717.00255379723	1810.146857749420	2678.331316585250			
00610	THOUGHT	organizations	614.7792691182300	1239.2311714257200	2843.434740662410			
00610	BAT	organizations	741.4466183613280	1758.016732581260	2601.4597404986200			
00610	FACE	organizations	383.9707227338300	2546.884275450120	2932.6372359228300			
00610	THOUGHT	organizations	714.6932755404840	1884.6709780353700	2753.418964251330			
00610	BAT	participate	783.8288973135830	1151.5072760929500	1677.1332020713200			
00610	HAPPY	participate	227.52441559068400	2092.6816870928100	3458.1293299861400			
00610	HAPPY	participate	332.5506486097270	1950.7653336350900	3123.741860012980			
00610	FACE	participate	454.711076017425	2468.3643620867300	2962.41701627896			
00610	HAPPY	in	519.9078882348670	2219.144624025010	2999.579740296240			
00610	HAPPY	discussions	202.3211129420700	1972.023005525570	2967.7249892345500			
00610	THOUGHT	discussions	618.6335236822460	1243.9447993741300	2934.148667753610			
00610	THOUGHT	discussions	637.7774524717340	1685.8766985351400	2921.1355220045900			
00610	BAT	and	416.602693844558	1034.593474485930	1790.9443586800100			
00610	HAPPY	decisions	372.2998577017470	1986.441022547990	2989.9570526235			
00610	HAPPY	decisions	376.7122690538330	2086.0198828084800	3079.618831109770			
00610	THOUGHT	decisions	612.3393063282280	1728.525321956900	2851.077127903300			
00610	THOUGHT	on	800.0994064555090	1534.101489646820	3043.334722246690			
00610	THOUGHT	policy	564.4343454683500	1234.7751883248100	2824.28280059682			
00610	HAPPY	policy	348.75832374443400	2532.6967564531200	3076.482600242740			
00610	HAPPY	policy	416.8334613703290	2603.8228889027800	3290.9715092668600			
00610	DRESS	and	601.5708670818660	2502.7122910350400	3151.081495521710			
00610	DRESS	when	746.036446393807	1971.3032904262100	2843.1795574282300			
00610	BAT	kwara	722.2792091374520	1508.6976799667800	2052.607108500850			
